"","cdc28_13_37_2h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_2h_rep3_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep1_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep2_Aligned.sortedByCoord.out.bam","cdc28_13_37_8h_rep3_Aligned.sortedByCoord.out.bam","WT_37_2h_rep1_Aligned.sortedByCoord.out.bam","WT_37_2h_rep2_Aligned.sortedByCoord.out.bam","WT_37_2h_rep3_Aligned.sortedByCoord.out.bam","WT_37_8h_rep1_Aligned.sortedByCoord.out.bam","WT_37_8h_rep2_Aligned.sortedByCoord.out.bam","WT_37_8h_rep3_Aligned.sortedByCoord.out.bam"
"YML133C",1.86,2.46,3.49,1.61,1.01,0.84,2.74,2.3,2.15,2.14,3.1,2.83
"YMR246W",109,118,131.5,24,17,9,113,173,111.5,155,248,212
"YMR052C-A",0,2,2,1.5,0.5,1.5,2,3,0,0.5,0,2
"YMR120C",16,19,15,81,71,68,13,9,8,10,10,8
"YMR052W",1,5,3.05,2,2,1,4,5,1,2.5,1,2.5
"YML100W-A",1,0,0,1,1,0,0,0,0,0,0,0
"YML049C",30,23,34,5,9,3,34,30,32.5,27.75,32,30
"YMR065W",1,4,4,2,0,2,2,4,7,7,5,6
"YMR098C",15,14,24,8,4,5,19,10.12,14,12,13,14
"YMR302C",36,36,38,28,18,19,23,31,24,23,31.5,27
"YMR075C-A",3,1,0.5,0,0.5,1,0.5,2.5,1.5,4,3,2
"YML060W",5,8,3,0,1,2,10,5,6,9,9,3
"YMR080C",47,43,60,14,5,11,63,67,42,61,71,76
"YMR156C",2,2,3,3,1,3,1,2,3,5,2,1
"YMR294W",4,6,6,2,1,0,4,8,4,7,4,6
"YMR167W",16.25,12.25,23.25,4.5,3,4.25,9.5,12,16,17,17,17
"YMR242W-A",0,0,0,0,0,0,0,0,0,0,0,0
"YMR079W",40,35,37,13,9,7,29,22,35,49,37,42
"YMR275C",27,16,26,12,13,16,18,30,26,19,31,26
"YMR100W",8,12,12,4,4,4,16,14,18,15,13,20
"YMR030W-A",0,0,0,0,0,0,0,1,0,1.1,1,1
"YMR161W",2,6,2,2,2,5,8,6,7,5,3,1
"YMR183C",24,11,23,1,5,3,26,35,29,19.5,22,23
"YML021C",5,4,6.12,3,4,3,3,5,5,8,5,6.25
"YML074C",83,66,74,7,12,11.5,81,49,56,60,73,60
"YMR157C",5,4,7,2,1,2,6,7,6,6,4,12
"YMR110C",26,20.17,26,53,40,57,18,16.25,15,8,13,11.5
"YMR097C",7,9,10,4,6,6,6,4,2,5,6,3
"YMR111C",6,9,10,4,5,1,2,6,5.17,6,2.11,4
"YML011C",2,2,2,0,2,0,3,4,4,3,3,3
"YMR064W",18,14,13,8,8,6,16.5,15,16,13,19,14
"YML082W",21,8,11,1,5,6,16,16,12,18,29,30
"YMR300C",26,29,33,13,9,15,25,25,20,22,33,30
"YMR262W",4,7,5,4,1,2,1,4,3,3,5,9
"YMR031C",17.5,11,19,43,17,22,18,19,23,20.5,26,27
"YMR016C",21,22,26,11,6,4,23,34,32,33,38,39
"YMR066W",7.14,7,9.14,5,6,5,3,7,12,7,10.5,11
"YMR007W",2,2,2,1,0,0,1,0,0,1,0,1
"YMR201C",2,8,7,5,2,1,4,4,4,2,3,1
"YMR232W",2,4,2,2,0,0,1,4,2,2,1.17,3
"YMR200W",10,15,26,19,22,12,13,16,17,18,20,22
"YMR297W",146,118,126,62,48,54,104,125,95,91,111,114
"YML026C",103,121,117.5,10,6,12,118.5,147,126,156,179,174
"YML023C",10,3,7,3,6,1,13,15,6,21,16,11
"YMR143W",99,88,98,11.5,5.5,6.5,115,111,86,116.5,121.5,119.5
"YMR073C",2,1,5,2,1,2,3,4,3,2,1,2
"YML069W",27,20,24,29,13,15,33.25,30,20,21,27,26
"YML050W",3,5,5,0,2,2,2,2,4,4,2,4
"YML099W-A",2.5,2.5,1,1,0,0,2,1,2,3.5,5,1.5
"YMR211W",3.5,6,7,4,1,0,9,3.25,6,7.5,14.5,8
"tF(GAA)M",1.14,0.14,0.14,0,0,0.75,0,0.12,1,0,1.14,0.25
"YMR283C",7,7,5,1,3,3,6,8,6,9,9,7
"snR74",3,3,2,2,1,5,1,5,3,2,3,4
"RNA170",0,0,0,0,0,0,0,0,1,0,0,1
"YML078W",30,28,27,5,2,3,26,28,16,28,26,28
"YMR142C",139,151,145.5,12,7,9.5,172.5,183,152,182.7,205,202
"YMR203W",44,30,37,12,7,8,43,39,54,58,61,62
"YMR077C",5,5,4,3,0,0,2,4,3,5,5,3
"YMR245W",1,3,2,0.5,0,2.5,1,3.5,0.5,6,6,3.5
"YMR284W",5,4,14,20,8,11,6,4,7,7,7,6
"YMR089C",74,52,44,19.25,18.5,11,30,43,35.42,47,57.5,47.5
"YMR134W",6,4,4,1,1,2,5,4.07,5,8,6,4
"YMR290W-A",2.5,1.5,2.42,0,0,0.5,3,2.5,4,3.5,4,6
"YMR095C",3,3,4,4,2.25,2,1,5,0,0,1,6
"snR83",320,257,355,325,227.83,273,275,342,246,215,231,210.5
"snR73",12,16.5,14.5,16,9,10.5,16.5,16.5,9.5,11.5,18,17
"tH(GUG)M",4.98,5.48,4.43,6.81,2.97,1.86,2.43,2.57,1.71,2.29,3.57,2.71
"YMR099C",27,38,31,9,8,13,37,40,28,24,33,31
"YMR132C",1,5,1,0,0,1,4,1,4,6,4,3
"YML115C",19,23,22,3,3,6,25,20,21,24,27,27
"snR11",153,173.67,178,286,193,235,142,174.11,129,168,172,143
"YMR086W",30.5,30,28,27,18.5,28,33.5,46.5,38.5,33.5,51.5,46.5
"YMR044W",13,9,7.12,6.12,4,7.12,10,23,12,13,15.18,20.12
"YMR222C",3,3,3,2,1,0,3,5,3,5,8,8
"YMR272W-A",0.5,0.5,1.5,0,0,0.5,0.5,0.5,0,0.5,3.5,1.5
"YMR321C",5.5,3.5,5.5,0,1.5,0,9,3.5,2.5,4.5,4,7.5
"YML131W",10,10,14,57,33,27,2,6,3,2,7,5
"YML038C",20,13,19,3,6,3,14,27,16,12,27,20
"YML122C",0,0,2,0,0.1,0,0,0,0,0,0.5,0
"YMR036C",11,7,7,18,13,28,8,7,8.5,8,10,8
"YML012W",28,22,37.5,6,9,3,35,39,23,37,37,33.5
"YML100W",40,31,29,51,48,36,39,47,49.5,39,42,45.25
"YMR312W",10,4,2,3,2,3,4,6,5,10,2,10
"YML112W",7,3,10,3,3,2,2,3,10,6,4,5
"YML099C",18.5,20.5,17,3.4,3,11,16,22,15,21.5,20,25.5
"YML123C",405,407,389.5,59,34,45,411,510.58,360.5,395.75,573,516.75
"tV(AAC)M3",0,0,0,0.11,0,0,0,0,0,0,0.25,0
"YMR141C",0,2,2,0,0,1,2,3,5,3,1,0
"YMR324C",0.33,0,0,0,0,0,0,0,0,0,0,0
"YMR207C",24,27,29,7,3,10,26,35,33,23,32,32
"YMR236W",8,8,8,5,2,1,7,8,7,13,9,15
"YML034C-A",1.5,0,0,0.5,0.5,0,1.5,0.5,0.5,1,1.5,1
"YMR204C",5,4,2,4,4,4,5,3,0,0,4,5
"YMR011W",106,142,143.5,46,25,32,63,114,114,90,82,80
"YML008C",113.5,117.75,124,30,16,20,74,111,78.75,69,92,95.5
"YMR109W",43.5,34,27,29,21.06,17,49.5,45.5,44,41,36,54
"YMR004W",8,9.5,10,9,7,5,15,17,12,13.33,8,14
"YMR158C-A",0,0,0,0,0,0,0,0,0,1,0,1
"YMR216C",25,23,28,13,12.75,10,29,25,29,29,48,40
"YMR159C",0,0,0.5,0,0.5,0,0.5,0.5,1.5,0.5,0.17,1.5
"YMR307C-A",3,8,6.5,2,0.5,0.5,15,15,7,13,7.5,15.5
"YMR272C",20.5,17.5,13.5,11,14,4,19.5,18.5,19,29.5,34.5,16.5
"YMR106C",4,4,7,1,2,3,7,6,11,2,7.08,7
"YML092C",25,17,20,5,9,7,12,23,22,18,22,19
"tV(AAC)M2",0,1,0,0,0,0,1,0,0,0,0.25,0
"YML104C",18,11,21,6,7,5.75,27,15,20,26,24,16
"YML058W",22,26,16,11,6,7,31,23,24,19,41,28
"tW(CCA)M",1,2.33,4.33,2.33,2.67,2.42,2.92,3.5,3.33,3.58,4,5.08
"YMR148W",11,4,6,2,1,2,5,2,4,3,3,2
"YMR168C",9,6,9,5,6,2,7,3,4,12,10,11
"YML063W",324.44,360.4,375.78,28.11,17.5,18.5,419.92,429.83,363.67,412.19,477.6,468.06
"YMR008C",75.5,89,105.5,62.5,47.5,42,68.5,73,81.5,45.5,61,50.5
"YMR294W-A",9.5,8,6.5,7,12,8,6.5,9,9.5,6,8.5,5.5
"YMR177W",7,6,7.05,4,1,2,7,8,14,8,5,10
"YMR213W",10,12,10,2,4,1,6,9,6,14,11,7
"YMR192W",19,14,18,7,9,3,12,20,6,9,16,19
"YMR326C",0,0,0,0,0,0,0,0,0,0,0,0
"YMR014W",25,19,15,8,5,0,18,28,21,22,26,22
"YMR020W",7,9,17.17,62.5,41,33,6.17,11,12.17,7,11.17,9.38
"snR86",522.5,489.17,552.5,1281.5,1018,1364.46,429.75,523,409,414.5,514,385
"YMR208W",34,21,30,14,9,5,20,28,30,32,24,26
"YML098W",4,8,2.5,0,2,0,4,7,2,6,5,6
"YMR133W",3,3,2,5,2,0,3,1,2,1,1,2
"YML028W",127,134,109,150.5,107,118.75,110,117,102.5,101,134,90.5
"YMR285C",10,16,14,4,2,1,15,7.25,11.5,10,14,11
"YMR040W",2,1,5,1,2,1,2,0,3,1,1,0
"YMR094W",3,3,3,2,0,3,2,6,5,1,5.25,4
"YMR189W",35,27,42,109,86,72,22,25.75,22,38,33,38
"YML128C",6,13,13,209,148,136,5,11,10,7,11,11
"YML022W",20,18,16,3,0,0,20,18,11,16,23,27
"YMR299C",6,5,5,1,0,0,5,3,5,5,3,4
"YMR227C",7,15,9.33,9,8,5,5,14,6,8,12,10
"YMR119W",12,9,13.5,7.5,4.5,4,13,13.62,8.5,13.5,10.5,10.5
"YMR255W",4,8,6,7,6,9,4,14,7,7,6,10
"YMR024W",18,20,17,3,6,5,15,14,12,24,20,17
"YML054C",12,9,14,274,195.6,196,4,4,10,2,5,6
"YMR317W",5.5,13.5,9.5,9,8.5,8.5,10.5,12.5,5.5,8.5,5.5,21
"YMR084W",0,0,0,1,1,2,1,2,1,1,1,0
"YMR274C",4,1,3,1,0,0,3,3,3,3,1,6
"YMR215W",9,12,16,8,7,4,29,30,30,36,34,40
"YMR277W",32,24.33,20,13,11,6,49.25,51,27,50,56.5,45
"YMR033W",15,15,8,3,2,5,15,22,15,19,16,22
"YML094C-A",1.5,1,1,1.5,1,0,2,5,1,2.5,1.5,2
"YML041C",5,4,4,2,0,0,0,5,6,4.14,8,3
"YMR305C",93,81.5,109.5,9.5,11.5,9,73,90,67,51,58,64
"YMR315W-A",2,0,1,0,0,0,1,0,0,0,1,1
"YMR237W",47,37,24,13.07,7,14,22,41,30,24.17,44,38.25
"YML095C",4,0,2,3,0,3.1,2,1,2,2,4.1,1
"YMR018W",2,0,1,0,1,1,1,0,1,0,3,1
"YMR163C",6.17,4,2,3,2,2,8,8,7,6,1.11,3
"YML027W",1,2,7,0,3,2,7,10,5,8,10,5
"ZOD1",0,0,0,0,0,0,0,0,0,0,0,0
"tD(GUC)M",0.58,0.33,0.12,3,0.08,0.25,1,1.33,0,0,1.25,0
"YMR162C",28,38.92,32,15,7,6,26,33,38,36.25,42,24
"YMR158W",7,8,6,1,3,3,4,6,4,3,5,4
"YMR210W",11,8,8,13,15,11,4,11,5,11,10,11
"YMR316C-A",1,2,3,1,2,1,4,3.5,3,3.42,0,3
"YMR241W",49,41,44,13,12,9,46,42,29,39,54,54
"YMR205C",276,294.5,279.5,68,58,55,259,324,261,262.25,311.75,299
"YMR235C",38,34,48,5,7,4,55.25,37,32,48,52,43
"YMR047C",46,37,47,33,17.06,19,62,65,48,44,49,65.5
"YMR259C",32,40,29,12,17,12,39,35,29,38,55,55
"YMR175W-A",0,0,0,0,0,1,0,1,0,0,0,0
"YMR281W",1,5,1,2,5,2,5,8,8,6,2,4
"YMR261C",51,37,55.5,44,22,26,50.5,53,39,28,45,45
"YMR026C",6,10,8.11,3.5,1,2,7,9,7,6,6,3.11
"YML010W",61.33,50.5,60.83,17.83,13.17,15.67,61,72,55.61,50.17,64.67,63.33
"YMR150C",7,3,3,4,3,5,2,5,7,3,7,8
"YMR067C",8,9,10,8,4,2,7,14,16,5,16,19
"YMR179W",5,6,8,5,4,7,11,7,14,10,9,11
"YMR126C",2.58,2.33,2.8,8.08,2,3,7.1,2,4.75,4.35,8,1
"YML032C",5,10,15,1,3,6,14,22.25,9,14,15,24
"YML018C",23,22,22,7,6,5,22,19.5,16,26,28,39
"YML081W",38.17,36,35,22,15.1,22,40,49,29,55,39,44.17
"YMR003W",1,5,3,2,1,1,0,3,2,0,0,3
"YMR221C",27,17,17,6,7,4,18,22,19,26,21,28
"YMR257C",5,11,6,4,3,2,6,10,7,5,10,13
"YML068W",1,1,6,10,2,1,7,5,8,6,5,3
"YMR117C",2,1,3,0,0,0,3,4,2,2,2,3
"YMR060C",5,9.5,8,3,1,4,6,5,10,10,6,6
"YMR144W",2,0,2,1,0,0,7,6,4,1.5,1,7
"YMR068W",4,1,3,3,5,5,2,2,2,2.5,2,5
"YML097C",5,8,11,5,3,1,14,18,17,14,13,20
"YMR182C",15,7,9,2,9,4,7,5,9,2,13,12
"YMR295C",20.5,18,12.5,26,20,16,14.5,18,21.5,14,21.5,25.5
"YMR181C",9,7,16,13,10,14.5,6,5,13,11,13,15
"YML080W",13,16,15,1,1,1,16,16,9,18,20,14
"YMR194C-B",0,0,1,0,1,0,3,1,1,1,1,1
"YMR140W",10,6,5,13,13,8,15,16,13,6,6,8
"YMR058W",6,7,12,3,2,5,36,45,33,64,96,74
"YMR076C",7.5,12,13,12,4,11,22,26,22,15.25,17,23.5
"YMR239C",11,18,17,9,5,4,21,22,16,16,23,28
"tG(GCC)M",0,0,0,0,0,0,0,0,0,0,0,0
"YMR242C",149.5,140,151.5,11,3.5,7.5,147.5,160.5,111.5,164,202,179.5
"YMR306C-A",1,0,0,1,1,0.5,0,0,0.5,1,0,0.5
"YMR193C-A",4,1,0.5,1,0,0.5,3,6,7,5,3,5
"YMR114C",2,4,5,2,3,1,9,7,2,4,4,5
"YMR009W",13,15,12,7,10,7,18,17,21,9,15,17
"YMR088C",24,20,18,6,2,5,18,20,18,19,28,21
"YMR253C",6,3,6,1,1,1,4,6,3,6,5,5
"YMR103C",5,4,6,22,18,11,0,3,2,1,5,2
"YMR254C",1,1,0,0,0,0,1,0,0,0,0,0
"YMR303C",83.5,98,86,36,28,18,107,117.75,103.5,123.25,135,121.75
"YMR316W",8,13,13,8,11,4.17,22,23.5,18,22.42,18,19
"YML017W",22,16,22,8,5,6,24,27,19,24,27,22
"YMR104C",21,19,30.08,122.71,83,98,17,14,16,12,7,12
"YMR309C",117,124.67,124,12,10,8,123,151,115,140,166,169
"YML133W-A",0.05,0,0,0,0,0,0,0,0,0,0,0
"YMR155W",4,4,8,3,2,0,5,5,1,5,7,3
"YMR313C",11,12,9,5,2,2,13,17,12,8,12,12
"YMR028W",1,6,7,3,2,3,6,10,11,9,3,7
"snR72",2,1,5,1,2,2,3,4,1,4,2,3
"YMR154C",5,2,6,3,2,4,3,6,9,8,8,8
"tY(GUA)M1",0.57,1.85,0.82,2.49,0.82,1.02,0.38,0.65,1.07,1.85,1.35,1.42
"snR75",6,3,2,5,5,4,4,5,4,4,5,2
"YML096W",14,10,11,3,1,6,7,7,12,8,20,12
"YML016C",35,21,41,64,54,47,30,31,26,27,36,37
"YML006C",19.25,12,17,5,8,7,15,19,18.5,22,23,14
"YMR178W",6,14,10,13,7,8,11,5,7,10,12,10
"YML109W",16,15,14,15,13,11,11,13.5,15,14,10,10
"YML015C",8,5,12,7,2,4,15,15,3,11,8,4
"YMR197C",10,6,7,10,8,6,9,11,5,1,8,2
"YML014W",11,8,8,2,2,1,4,7,5,8,11,8
"YML106W",57,43,38,7,7,9,59,51,50,55,60,65
"YML025C",16,13,17,8,2,1,7,9,12,7,14,15
"tS(AGA)M",2.2,1.9,2.31,1.6,1.4,0.9,1.51,1.12,1.27,1,1.1,0.8
"YMR172C-A",1.5,1,2.5,0,1.5,1,1.5,1,1,0,2,1.5
"YMR193W",8,6,9,6,3,4,6,10,2,9,10,10
"YML052W",3,3,3,8,5,7,24,10,17,20,9,23
"YML079W",9,9,18,2,6,2,16,9,7,5,10,14
"YML101C-A",0.33,1,2,0,0,0.5,1.17,2,1,1.5,3,3
"YML047C",0,0,0,0,0,0,0,0,0,0,0,0
"YMR174C",2,1,2,1,2,2,2,1,1,0,2,1
"YMR218C",34,19,35,9,5.17,6,17,40,17,15,34,28
"YMR315W",29,33.5,32,18,14,17.5,19,24.25,25.5,16.42,15,15.25
"YMR001C",13,11,18.25,6,5,3,22.25,24.5,11,19,22,18
"tV(AAC)M1",0,0,0,0.11,0,0,0,0,0,0,0,0
"tE(UUC)M",23.5,27.75,22.12,17.67,12.96,13.67,25.75,16.33,13.62,27.33,22.17,35.46
"YML121W",12,12,3,2,2,3,5,12,9,8,13,9
"YMR085W",2,2,3,4,4,2,2,0,2,3,0,2
"YMR105W-A",1,0,0,0,0,1,1,1,0,3,4,0
"YMR122C",0,0,0,0,1,0,0,0,1,0,0,0
"snR78",2,0,0,1,0,0,1,0,0,1,0,0
"YMR217W",119,127,127,13,13,18,119,166,113,160,156,179
"tA(AGC)M2",0,0,0,0,0,0,0,0,0,0,1,0
"YMR298W",16,5.17,5,2,4,3,10,10,7,10,4,17
"YMR057C",0,0,0,0,0,0,1,0,0,0,0.5,0
"YML042W",7.05,14,6.99,45.5,36.13,35.25,1.07,5.43,5.5,8.73,4.13,5.2
"YMR320W",0,0,0,0,0,0,0,0,0,0,0,0
"YMR287C",13,10,11,3,4,2,10,14,9,10,13,10
"YMR289W",8,11,9,3,2,6,17,9,4,6,13,14
"YML048W",26,31,34,20,16,12,29,33,27,36,39,47
"YMR250W",19,15,19,156.07,106.17,100.12,15,18,13,18.25,15,18
"YMR230W-A",0,0,0,0,0,0,0,0,0,0,0,0
"YMR124W",38,26,43,62,38,45,41,37.5,30,36,40,43
"YMR311C",9,15,14,9,9,8,8,7,13,11,15,7
"snR77",91.5,101,106,73,40,58,71.5,82,55,80,66.5,93
"YMR322C",0,0,0.33,2.5,1,1.33,0,0,0.33,0.5,0,0.33
"YML119W",6,7,6,4,3,7,6,9,7,7,3,14
"YML043C",14,16,14,7,3,5.33,15,28,18,25,26,14
"YML046W",14,17,17,1,0,4,15,12,13,13,11,20
"YML004C",27,20,22,25,17,29,15,28,29,24,23,22
"YMR071C",12,9,9,3,2,2,8,6,10,9,20,11
"YMR229C",207,184.5,206,39,21,27,224,278.5,185,216,271,271
"YMR063W",4,2,3,0,3,2,1,3,2,3,4,5
"YMR301C",17,13,18,7,4,4,18,19,26,14,20.25,28
"YMR276W",40,24.5,27,8,7,8,30,29,27,30,28,39
"YMR002W",17,25,18,18,7,12,17,18,19,34,17,18
"YML081C-A",6,6,12,3,0,1,9,7,2,11,8,2
"YML019W",6,5,4,0,2,0,6,0,7,9,10,9
"YMR176W",35,21,42,15,22,18,20,27,30,16,24,30
"YMR158W-B",0,0,0.5,0,0.5,0,0.5,0.5,1.5,0.5,0,0.5
"YML108W",5,6,3,0,1,1,4,4,2.25,7,11,7
"YMR198W",2,3,3,3,3,2,3,5,4,2,4,4
"YML094W",6.5,4,4.5,6.5,2,2,5,6,2,6.5,7.5,6
"YMR006C",4.5,10,9.5,7.5,2.5,5,15.5,23,17.5,13.5,36,28.5
"YML003W",2,2,2,4,5,2,10,1,3,3,2,1
"YML057C-A",2.5,2,4.5,3,4,2.5,1.5,1.5,0,1.5,3,5
"YML009C-A",4.33,2,1.33,0.33,0.67,0.67,3.5,5,1.5,1.67,2.17,2.33
"tQ(CUG)M",11,14,11,9,5,6,6,7,10,7,17,14
"YML093W",44,64,45,7,9,7,53,64,43.5,60.5,79,59
"YMR116C",340,313,288,19,16,16,297,385,329,348,378,394.5
"YMR196W",25,35.5,39,75,41,42,37,27,34,32,37,37
"YML053C",3,4,4,3,1,0,6,4,1,6,9,5
"YMR151W",0,1.11,0,0,0,0,0,0,1,0,0,0
"YML009C",1,5,5,3,0,1,2,0,1,3,3,2
"YMR070W",16,14,16,8,6,10,11,14,15,26,22.11,18
"YMR219W",23,27,25,39,31,32,40,27,34.75,39.17,37.5,52
"YML037C",2,2,1,3,0,3,4,2,7,3,4,2
"YMR280C",14,9,7,20,16,11,5,7,10,5,9.17,7
"YMR170C",12,6.5,5.5,142,102.5,129,8,3,8,3.5,3,2.5
"YMR123W",14,6,15,6,3,2,7,9,3,11,10,8
"YML012C-A",2.5,0.5,1.5,0,1,0.5,2.5,2,2.5,1,1.5,2.5
"YMR019W",8,12,15,6,6,7,7,22,13,15,14,16
"YMR206W",0,0,0,14,14,11,0,0,0,2,0,1
"YMR165C",25.5,22,33,22.04,7,19,20,22,16,22.1,14,25
"YMR010W",19,19,15,5,7,4,16,20,19,15,22,26
"YMR184W",7,7,5,2,2,5,5,9,4,4,13,6
"YML126C",116,128,114,27,19,20,108,127,104,91,111.5,112
"YMR244W",0,0,0,5,1,0,1,1,0,1,1,0
"YMR279C",17,18,16,7,6,3,12,9,15,10,11,8
"YMR316C-B",0.5,0.5,1.5,0,0,1.5,0.5,0.5,1.5,1.5,1,1
"YMR107W",0,0,0,81,49,60,0,0,0,0,0,1
"YML054C-A",0.24,0.5,1.43,2.04,0.52,0,1.13,0.13,0,0.13,0.27,0.4
"YMR043W",23,16,8,7,3,1,17,26,16,16,26,23
"tA(AGC)M1",0,0,0,0,0,0,0,0,0,0,0,0
"YMR270C",13,4,6,4,6,1,8,8,9,18,11,7
"YMR175W",0,1,0,6,4,9,0,1,0,0,0,0
"YML009W-B",6.33,2.5,1.83,0.83,1.17,0.67,4.5,6,2,2.17,3.17,4.33
"YMR035W",0,4,4,2,4,4,3,2,6,2,2,2
"YMR108W",144,131,122,17,13,10,110,125,102,131,176.5,149
"YML002W",6.25,4,14,11,13,14,8,11,14,12,13,8
"YML111W",34,30,34,22,6,8,25,22,17,22,31,37
"YMR278W",20,24.75,20,46,37.25,21,10,18,12,19,21,16.5
"YMR185W",12,10,14,9,8,6,16,16,9,12,16,13
"YMR304C-A",14,15.5,13.5,1.5,3.5,2,8,18,11,7,10,14
"YML084W",2.83,1.61,1.04,0.64,1.68,0.28,1.62,0.85,0.58,0.52,2.25,1.69
"YMR258C",8,5.17,11,7,7,4,14,8,6,12,6,10
"YMR023C",1,2,1,4,4,3,4,3,6,3,1,3
"YMR291W",20,14,16,19,10,17,14,17,15,17,21,7
"YMR041C",4,2,3,3,1,6,2,7,1,4,5,3
"YMR029C",3,9,14,17,15,10,9,7,11,8,6,8
"YMR092C",39,26,32,17,17,21,29,23,18,32,34,20
"YMR138W",2,2,2,0,1.5,0,1,0,3,3,1,2
"YMR122W-A",38,47,49,98,75,63,63,65,47,35,53,52
"YMR053C",5,5,7,14.5,10.5,5.5,2,3,9,6,3.33,5.5
"YMR220W",27,23,31,8,12,7,24,27.5,20,23,19,23
"YMR087W",4,2,3,1,1,0,1,5,4,5,7,5
"YML031W",15.5,21,17.5,1,3.5,4,27,40.5,20.5,21,33,23.83
"YML118W",7,6,6,10,7,8,8,4,5,6,3,2
"YML120C",12,19,9,67.5,47,50,6,16,10.25,10,12,7
"YMR078C",10.22,8.61,7.11,5.11,1.06,3,18.5,17,19,11.75,14.2,13
"tL(CAA)M",3.43,3.8,4.43,4.49,3.77,3.1,2.54,2.4,2.01,3.43,4.13,3.15
"YMR042W",0,2,1,0,1,0,4,1,3,2,1,6
"YMR251W",2,2,0,1,1,1,0,3,0,2,1,0
"YMR223W",13,13,7,6,3,6,7,17,8,10,18,10
"YML007C-A",0,0,0,2,2,3,0,0,1,0,0,0
"YMR256C",8,8,7,7,4,6,8,6,5,3,7,1
"YMR214W",16,15,19,4,3,3,20,13,13,11,25,21
"tP(UGG)M",2.89,2.44,1.54,1.48,0.72,1.25,2.76,1.27,0.6,3.02,1.88,3.11
"YMR055C",1,1,2,2,1,0,5,3,3,1,2,4
"YML117W",43.33,31,40.25,143.5,74.92,69,50.72,66,58.1,41.25,48.75,42.5
"YMR271C",1,3,6,17,5,8,0,1,0,2,0,2
"snR24",33,43,44,15,20,15,47,28,14,40,35,34
"YMR226C",51,52,56,22,14,18,35,47,38,51,51,52.75
"YML110C",11,26,26,9,8,11,25,17,28,27,20,24
"YML047W-A",0,0,0,0,0,0,0,0,0,0,0,0
"YML007W",34,40,42,25,7,11,34,30,29,36,54,34
"YMR190C",22,19,23,26,24,14,20,27,25,33,32,22
"YMR225C",2,3,4,0,1,0,2,9,6,3,4,2
"YMR264W",13,7,7,4,7,3,12,10,4,9,14,15
"YMR037C",20,15,11,7,7,4,13,27,16,12,27,15
"YML024W",154.5,165.5,174.67,15,14,16.5,146,184,122,203.5,194,193.5
"YML083C",0.5,0,3,4,7,3,0,1,1,1,0,1
"YMR182W-A",0,0,0,1,0,0,0,0,0,0,0,0
"YMR030W",4,6,5,6,4,4,4,4,3,2,1,2
"YMR187C",7,4,9,3,5,4,5,2,3,7,3,4
"YMR238W",25,40,36,18,11,14,34.5,55,44,35,34,35
"YML061C",15,13.25,17,7,2,1,13,17,16,10,15,12
"YMR130W",6,11,9,3,1,2,11,8,15,13,9,10
"YMR005W",18,15,17.5,4,4,9,13,19,16,14,24.5,20
"YMR054W",40,34.5,39,20,26,14,44,58,46,48,60,57.07
"YMR209C",7,11,8,2,1,2,9,14,14,4,11,15
"YML102W",6.33,4,5,6,5,4.5,6.17,8.5,8,6.5,9.5,6.5
"YMR194W",33.5,36.5,31,6,3.5,4,36,50.5,38.5,41.25,42.5,56.5
"YMR252C",3,2,1,1,0,0,3,6,4,5,3,5
"YMR164C",6,12,7,11,4,6,6.07,9,3,11,12,10
"YMR074C",27,25,11,3,2,2,17,13,6,10,16,14
"YML065W",10,14,18,9,5,7,11,21,16,15,16,11
"YMR243C",56,56,45,8,1,6,43.5,41.5,38,45,48,72.5
"snR85",35,31,33,57,33,31,22,28,19,32,17,22
"YMR145C",116.75,129.75,128.38,161.12,112,114.38,92.5,107,72.42,68,108.62,48
"YML071C",14,15,21,5,4,8,19,20,18,15,25.25,17
"YMR015C",60,42,57,20,13.5,10,44,61,41,32,42,44
"YML070W",25,32,34,14,9,16,19,39,27,24,35,31
"YMR125W",44,41,45,8,7,12,52,48,40,46,55,53
"YMR325W",0,0,0,0,0.48,0.33,0,0,0,0,0.17,0
"YMR141W-A",2,1,0,1,0,0,3,3,1,5,5,5
"YML072C",177,150,163,40,36.6,41,173.33,219,166.5,157,213,186.96
"YML105C",16,14,16,5,4,2,13,15,8,26,17,15
"YMR119W-A",3,3,5.5,2.5,1.5,0,1,2.5,0.5,0.5,1.5,0.5
"YMR069W",3,1,0,2,1,1,1,4,2,3,4,2
"YMR293C",3,4,5,4,2,3,3,5,2,4,5,13
"YML124C",32,27,31,11,7,5,32.5,44,21,40,34,26
"YMR090W",3,1,5,35,24,21,5,3,1,1,3,2
"YML029W",15,23,17,3,6,3,11,13,11,16,17.5,7
"YMR171C",15,16,16,85,58,54,19,17,17,11,23.5,14
"YMR102C",22,13,24,7,5,5,22,31,22,16,29,31
"YMR188C",7,7,8,10,7,9,8,18,8,8,10,6
"YMR269W",7,11,5,2,2,0,8,2,4,5,6,9
"YMR128W",60,39,51,16,12,15,49,59,36,52,58,54.5
"YMR039C",21,17,17,10,10,7,23,15,17,15,20,18
